"n°UAI de l'établissement";"Libellé de l'établissement";"Région";;;"Taux";"Taux attendu";"Valeur ajoutée";;;
"0601211R";"CFA chambre de commerce et d'industrie territoriale de l'Oise";"HAUTS-DE-FRANCE";41;27;63;63;0;64;67;66
"0601500E";"CFA PROMEO CFAI Picardie à Senlis";"HAUTS-DE-FRANCE";17;31;72;70;1;73;74;76
"0602089V";"CFA AGRICOLE PUBLIC DES HAUTS DE FRANCE";"HAUTS-DE-FRANCE";39;29;56;48;8;64;61;66
"0602090W";"Centre de formation d'apprentis Interprofessionnel tertiaire Beauvais";"HAUTS-DE-FRANCE";19;25;66;61;5;67;67;73
"0602106N";"CFA BTP le belloy";"HAUTS-DE-FRANCE";33;31;67;63;4;75;75;79
"0602144E";"Apprentissage des métiers de services aéroportuaires";"HAUTS-DE-FRANCE";18;27;76;68;8;73;62;68
"0602165C";"CFA de Gouvieux";"HAUTS-DE-FRANCE";74;12;95;83;12;95;95;95
"0610770F";"centre de formation d apprentis batiment roger ducre";"NORMANDIE";32;44;68;70;-2;70;74;76
"0611061X";"centre de formation d apprentis 3 ifa";"NORMANDIE";37;41;58;60;-2;66;71;71
"0611130X";"centre formation apprentis agricole legta sees";"NORMANDIE";45;31;59;63;-4;60;65;72
"0611162G";"Centre de formation d'apprentis Polyvia Formation Alençon - Normandie";"NORMANDIE";16;64;;;;;;
"0611206E";"centre de formation d apprentis etpna";"NORMANDIE";13;50;92;80;12;90;87;90
"0611248A";"centre de formation d apprentis irsap";"NORMANDIE";21;14;;;;;;
"0611294A";"CFA interrégional du Cheval et de l'équitation";"NORMANDIE";33;0;67;64;2;67;60;67
"0623105N";"CFA Municipal de la Ville de CALAIS - Lycée du Détroit CALAIS";"HAUTS-DE-FRANCE";49;41;34;46;-12;48;50;48
"0623751R";"CFA public agricole du Pas de Calais - siège de TILLOY LES MOFFLAINES";"HAUTS-DE-FRANCE";34;37;56;59;-4;69;72;78
"0624192V";"CFA Agricole des Métiers Ruraux (Maisons Familiales Rurales) - Siège de SAINT POL SUR TERNOISE";"HAUTS-DE-FRANCE";38;30;48;52;-4;60;55;75
"0624240X";"CFA Fédération Compagnonnique des Métiers du Bâtiment (FCMB) - Centre d'ARRAS";"HAUTS-DE-FRANCE";32;44;61;67;-6;66;64;65
"0624334Z";"CFA de l'Avenir Pro 62 (Association pour la Promotion et la Valorisation de l'Insertion Socio-Professionnelle vers le milieu Ordinaire du Travail)";"HAUTS-DE-FRANCE";36;37;32;38;-6;35;41;49
"0631243J";"BTP CFA Puy-de-Dôme";"AUVERGNE-RHONE-ALPES";36;39;57;68;-11;63;68;71
"0631450J";"Centre de Formation d'Apprentis institut des métiers";"AUVERGNE-RHONE-ALPES";42;33;58;61;-2;64;65;71
"0631687S";"CFA INTERPROFESSIONNEL D'AMBERT";"AUVERGNE-RHONE-ALPES";32;38;61;62;-1;52;57;78
"0631764A";"Centre de formation des apprentis des Métiers de l'Agriculture du Puy de Dôme";"AUVERGNE-RHONE-ALPES";32;27;60;55;5;66;66;67
"0631812C";"CFA régional des métiers du chien et de l'animalerie";"AUVERGNE-RHONE-ALPES";39;29;59;49;9;57;60;64
"0631819K";"Centre de Formation d'Apprentis Spécialisé CAP 3A";"AUVERGNE-RHONE-ALPES";37;40;43;49;-6;44;47;55
"0631929E";"Centre de formation d'apprentis des industries agro-alimentaires d'Auvergne";"AUVERGNE-RHONE-ALPES";18;29;67;66;1;75;75;75
"0631959M";"CFA Régional du Transport et de la Logistique en Auvergne";"AUVERGNE-RHONE-ALPES";21;17;76;70;5;74;77;70
"0631964T";"ADASA - CFA des Métiers du Sport et de l'Animation";"AUVERGNE-RHONE-ALPES";;11;;;;;;
"0631977G";"Centre de Formation d'Apprentis de l'Education Nationale";"AUVERGNE-RHONE-ALPES";21;31;65;68;-3;70;67;68
"0631978H";"Centre de formation d'apprentis";"AUVERGNE-RHONE-ALPES";34;67;;;;;;
"0640235H";"Centre de formation d'apprentis de l'agglomération côte Basque - Adour";"NOUVELLE-AQUITAINE";59;19;59;56;3;74;62;73
"0640238L";"Centre de formation d'apprentis du lycée Saint Cricq";"NOUVELLE-AQUITAINE";39;25;62;62;0;66;67;70
"0640239M";"Centre de formation d'apprentis université des métiers de Pau Béarn Pyrénées";"NOUVELLE-AQUITAINE";37;38;63;64;-1;68;69;73
"0641395U";"Centre de formation d'apprentis du bâtiment et des travaux publics des Pyrénées Atlantiques";"NOUVELLE-AQUITAINE";32;45;59;65;-7;63;70;70
"0641409J";"Centre de Formation d'apprentis de l'industrie  Adour (C.F.A.I) d'Assat";"NOUVELLE-AQUITAINE";19;35;76;77;0;74;78;78
"0641519D";"Centre de formation d'apprentis université des métiers Bayonne Pays Basque";"NOUVELLE-AQUITAINE";45;35;67;62;4;71;68;70
"0641752G";"ctre dpt formation apprent agr lyc agr montardon";"NOUVELLE-AQUITAINE";32;33;48;57;-8;60;53;59
"0641918M";"Centre de formation d'apprentis des commerces de sport loisirs";"NOUVELLE-AQUITAINE";16;29;75;70;5;77;66;70
"0642025D";"Centre de formation d'apprentis de la côte Basque - Lycée des métiers Cantau";"NOUVELLE-AQUITAINE";26;37;62;66;-4;69;68;72
"0642033M";"Centre de formation d'apprentis Fédération Compagnonnique des Métiers du Bâtiment (FCMB) d'Anglet";"NOUVELLE-AQUITAINE";30;24;66;68;-2;70;69;75
"0650593S";"Centre de formation d'apprentis Ecole supérieure des métiers Chambre des metiers des Hautes-Pyrénées";"OCCITANIE";46;28;61;59;2;67;67;72
"0651054T";"CFA Vecteur Pyrénées - Institut pyrénéen des métiers de service à l'environnement";"OCCITANIE";12;0;55;53;2;63;63;65
"0660447C";"Centre de formation d'apprentis de la Chambre de Métiers et de l'Artisanat des Pyrénées-Orientales";"OCCITANIE";41;43;47;52;-5;56;56;62
"0660488X";"Centre de formation d'apprentis BTP des Pyrénées-Orientales";"OCCITANIE";34;48;51;56;-5;57;59;63
"0660733N";"centre formation apprentis agricole legta f g lorca";"OCCITANIE";40;23;53;50;3;60;59;64
"0660899U";"Section d'apprentissage  du lycée François Arago";"OCCITANIE";;;;;;;;
"0671755U";"Centre de Formation d'apprentis du lycée Emile Mathis";"GRAND EST";26;29;71;74;-3;73;75;73
"0671760Z";"Centre de Formation d'apprentis du LP André Siegfried";"GRAND EST";33;35;67;61;7;68;68;73
"0671882G";"Centre de Formation d'apprentis LPO Heinrich-Nessel";"GRAND EST";29;40;69;67;2;72;75;73
"0672051R";"Centre de Formation d'apprentis du Lycée Schweisguth";"GRAND EST";29;33;61;59;2;62;65;69
"0672056W";"Centre de Formation d'apprentis du LP Jules Verne";"GRAND EST";33;48;62;66;-4;68;74;74
"0672064E";"Centre de Formation d'apprentis du Lycée Stanislas";"GRAND EST";24;41;68;75;-7;65;69;68
"0672066G";"Centre de Formation d'apprentis du Lycée Le Corbusier";"GRAND EST";28;30;66;66;0;70;69;72
"0672270D";"Centre de Formation d'apprentis de la Chambre de Métiers";"GRAND EST";31;42;66;65;1;67;69;67
"0672477D";"Centre de Formation d'apprentis agricole rattaché au LEGTA";"GRAND EST";29;39;61;58;4;65;65;69
"0672564Y";"Centre de Formation d'apprentis du Lycée Oberlin";"GRAND EST";34;33;56;61;-5;61;67;66
"0672601N";"Centre de Formation d'apprentis du CEFPPA";"GRAND EST";51;26;64;60;5;67;66;72
"0672632X";"Centre de formation d'apprentis régional des compagnons du Devoir-Alsace";"GRAND EST";27;32;76;65;11;77;77;77
"0672856R";"Centre de Formation d'apprentis du Lycée Emile Victor";"GRAND EST";27;36;72;75;-3;73;77;76
"0672879R";"CFA des métiers de la banque et de la finance";"GRAND EST";11;60;;;;;;
"0672892E";"Centre de Formation d'apprentis du LPO Gutenberg";"GRAND EST";24;33;58;65;-7;61;72;72
"0672902R";"CFA du secteur sanitaire, social et médico-social";"GRAND EST";7;8;59;53;6;64;67;68
"0672958B";"Centre de formation d'apprentis transport et logistique";"GRAND EST";33;22;73;73;0;71;77;79
"0673002Z";"Centre de formation des apprentis Enseignement professionnel privé d'Alsace";"GRAND EST";29;23;61;68;-7;67;63;69
"0673012K";"Centre de formation des apprentis des métiers de l'animation et du sport";"GRAND EST";;9;;;;;;
"0673028C";"Centre de formation des apprentis CCI CAMPUS";"GRAND EST";27;26;73;69;3;74;74;74
"0681197G";"Centre de Formation d'apprentis du LPO Joseph Storck";"GRAND EST";40;41;61;61;0;66;64;64
"0681486W";"Centre de Formation d'apprentis du Lycée Roosevelt";"GRAND EST";30;34;60;62;-1;62;60;62
"0681489Z";"Centre de Formation d'apprentis du LPO Mermoz";"GRAND EST";28;25;61;66;-5;73;68;65
"0681492C";"Centre de Formation d'apprentis du Lycée Gustave Eiffel";"GRAND EST";25;39;61;65;-4;67;64;66
"0681498J";"Centre de Formation d'apprentis Centre Alsace Marcel Rudloff";"GRAND EST";33;44;64;64;0;68;67;67
"0681499K";"Centre de Formation d'apprentis du Lycée des métiers Charles Pointet";"GRAND EST";20;36;;;;;;
"0681710P";"Centre de Formation d'apprentis de l'artisanat";"GRAND EST";25;41;67;66;1;70;69;73
"0681750H";"Centre de Formation d'apprentis agricole";"GRAND EST";23;36;54;58;-3;60;61;61
"0681816E";"Centre de formation d'apprentis universitaire Alsace";"GRAND EST";16;72;68;65;3;66;64;68
"0681832X";"Centre de Formation d'apprentis de l'Industrie d'Alsace";"GRAND EST";17;35;77;75;1;77;77;76
"0681983L";"Centre de formation d'apprentis de l'hotellerie et restauration";"GRAND EST";43;33;58;61;-2;64;62;66
"0692210C";"CFAI LYON";"AUVERGNE-RHONE-ALPES";27;25;75;76;-2;76;79;78
"0692214G";"BTP CFA Rhône";"AUVERGNE-RHONE-ALPES";31;32;67;69;-2;67;68;66
"0692360R";"ASSOCIATION REGIONALE POUR LA FORMATION ALTERNEE";"AUVERGNE-RHONE-ALPES";36;45;73;70;2;75;71;73
"0692436Y";"FEDERATION REGIONALE DES MAISONS FAMILIALES RURALES D'EDUCATION ET D'ORIENTATION DE RHONE-ALPES (FRMFREO)";"AUVERGNE-RHONE-ALPES";33;33;64;62;2;67;67;70
"0692514H";"SOCIETE D'ENSEIGNEMENT PROFESSIONNEL DU RHONE (SEPR)";"AUVERGNE-RHONE-ALPES";34;24;63;65;-1;66;66;70
"0692719F";"Centre de Formation d'Apprentis des métiers de bouche François Rabelais";"AUVERGNE-RHONE-ALPES";40;31;70;63;6;70;72;75
"0692780X";"Centre Textile Régional de Formation d'Apprentis";"AUVERGNE-RHONE-ALPES";14;35;75;71;4;71;71;73
"0692781Y";"ASSOCIATION POUR LA FORMATION PROFESSIONNELLE DANS LES INDUSTRIES DE L'AMEUBLEMENT (AFPIA)";"AUVERGNE-RHONE-ALPES";29;24;68;72;-3;77;75;71
"0693088G";"Centre de Formation d'Apprentis des Compagnons du Devoir";"AUVERGNE-RHONE-ALPES";36;32;77;69;8;74;74;77
"0693306U";"INSTITUT DE GESTION SOCIALE (IGS)";"AUVERGNE-RHONE-ALPES";29;21;71;66;5;68;73;74
"0693328T";"Centre de Formation d'Apprentis Interfora";"AUVERGNE-RHONE-ALPES";10;19;83;71;12;91;89;89
"0693400W";"BTP CFA AFRA";"AUVERGNE-RHONE-ALPES";17;34;80;77;3;83;81;84
"0693452C";"INSTITUT DE FORMATION INTERPROFESSIONNEL DU RHONE  (IFIR)";"AUVERGNE-RHONE-ALPES";28;18;73;69;3;74;73;75
"0693492W";"ctre formation apprentis agricole regional et horticole";"AUVERGNE-RHONE-ALPES";30;26;62;61;1;67;66;69
"0693588A";"INSTITUT DE FORMATION REGIONAL DES INDUSTRIES ALIMENTAIRES (IFRIA)";"AUVERGNE-RHONE-ALPES";29;43;58;64;-6;64;73;79
"0693624P";"INSTITUT DE FORMATION ALTERNEE POUR L'INDUSTRIE    (IFAI)";"AUVERGNE-RHONE-ALPES";19;28;76;77;0;80;81;80
"0693640G";"Centre de Formation d'Apprentis POLYVIA FORMATION Lyon   Auvergne   Rhône-Alpes";"AUVERGNE-RHONE-ALPES";18;35;69;69;0;72;79;78
"0693694R";"Centre de Formation d'Apprentis Compagnons du Tour de France AGEFA PME Rhône Alpes";"AUVERGNE-RHONE-ALPES";27;35;68;72;-3;70;69;70
"0693702Z";"INSTITUT NATIONAL DE L'HYGIENE ET DU NETTOYAGE INDUSTRIEL (INHNI)";"AUVERGNE-RHONE-ALPES";29;37;61;59;2;58;59;59
"0693703A";"Organisme de formation-Centre de formation d'apprentis École supérieure de la banque LYON";"AUVERGNE-RHONE-ALPES";4;57;81;75;6;81;86;76
"0693764S";"CONSEIL REGIONAL DE L'ENSEIGNEMENT AGRICOLE PRIVE";"AUVERGNE-RHONE-ALPES";33;18;65;63;2;71;66;69
"0693891E";"Centre de Formation d'Apprentis FORMA SUP Ain Rhone Loire";"AUVERGNE-RHONE-ALPES";;40;;;;;;
"0693936D";"Centre de Formation d'Apprentis Ducretet Auvergne Rhône Alpes";"AUVERGNE-RHONE-ALPES";17;14;73;68;5;78;70;74
"0694047Z";"Centre de Formation d'Apprentis de l'Académie de Lyon";"AUVERGNE-RHONE-ALPES";24;23;55;58;-3;58;64;65
"0700796K";"CFA de la Haute-Saône";"BOURGOGNE-FRANCHE-COMTE";46;37;56;55;1;61;67;66
"0701029N";"centre formation apprentis agricole le grand montmarin";"BOURGOGNE-FRANCHE-COMTE";39;34;77;68;9;78;77;77
"0711078L";"CIFA JEAN LAMELOISE";"BOURGOGNE-FRANCHE-COMTE";42;39;62;59;3;69;68;72
"0711103N";"cfa agricole de saone-et-loire";"BOURGOGNE-FRANCHE-COMTE";32;29;61;59;2;66;65;71
"0711317W";"CFA DES METIERS DE L'AUTOMOBILE";"BOURGOGNE-FRANCHE-COMTE";23;34;77;73;4;81;81;82
"0711566S";"POLE FORMATION UIMM BOURGOGNE 21-71";"BOURGOGNE-FRANCHE-COMTE";29;24;78;77;1;81;83;82
"0711946E";"BATIMENT CFA BOURGOGNE FRANCHE COMTE";"BOURGOGNE-FRANCHE-COMTE";;38;63;65;-3;69;69;70
"0720927S";"Centre de formation d'apprentis coiffure de la sarthe";"PAYS DE LA LOIRE";22;60;72;68;4;79;78;77
"0720928T";"URMA SARTHE";"PAYS DE LA LOIRE";27;49;59;64;-4;71;70;74
"0720930V";"Chambre de commerce et d'industrie Le Mans Sarthe";"PAYS DE LA LOIRE";29;30;68;65;3;72;73;75
"0720937C";"Association pour la formation professionnelle du bâtiment";"PAYS DE LA LOIRE";18;51;75;69;5;80;76;78
"0721429M";"Institut technologique européen des métiers de la musique";"PAYS DE LA LOIRE";27;32;55;61;-6;59;65;59
"0721476N";"centre formation apprentis agricole anx du lya rouillon-le mans";"PAYS DE LA LOIRE";35;37;61;59;2;74;69;76
"0721554Y";"Centre de Formation d'Apprentis Enseignement Catholique 72";"PAYS DE LA LOIRE";28;21;52;58;-6;52;52;55
"0721639R";"Centre de Formation d'apprentis Education Nationale 72";"PAYS DE LA LOIRE";16;21;69;67;2;74;75;81
"0730878H";"BTP CFA des Savoie";"AUVERGNE-RHONE-ALPES";28;39;65;69;-4;74;71;71
"0731341L";"CFA DE LA COIFFURE ET DES METIERS DE LA VENTE";"AUVERGNE-RHONE-ALPES";43;41;69;57;12;71;69;72
"0731505P";"CFAI DE SAVOIE";"AUVERGNE-RHONE-ALPES";28;24;72;76;-4;80;81;78
"0731506R";"CFA TECHNOPOLYS";"AUVERGNE-RHONE-ALPES";35;32;74;75;-1;78;77;81
"0740290N";"CFA de la Coiffure Gabriel Fauré";"AUVERGNE-RHONE-ALPES";41;39;72;65;7;74;71;72
"0740291P";"CFA Techniques du Bâtiment et de l'Architecture";"AUVERGNE-RHONE-ALPES";87;46;;;;;;
"0740298X";"CFA Institut des Métiers et des Techniques";"AUVERGNE-RHONE-ALPES";34;24;63;70;-7;79;69;71
"0741158G";"CFA de Groisy";"AUVERGNE-RHONE-ALPES";43;40;70;65;5;71;67;70
"0741251H";"CFA de la Carrosserie Automobile";"AUVERGNE-RHONE-ALPES";31;35;79;67;12;73;76;73
"0741540X";"CFA Formasup Pays de Savoie";"AUVERGNE-RHONE-ALPES";20;56;75;66;9;79;71;79
"0741677W";"CFA FORMAVENIR";"AUVERGNE-RHONE-ALPES";25;34;69;76;-8;66;66;67
"0750738V";"Centre de Formation d'apprentis - Ecole des fleuristes de Paris";"ILE-DE-FRANCE";38;28;63;63;0;59;64;64
"0750761V";"Centre de Formation d'apprentis - ECSCP Couture-Habillement";"ILE-DE-FRANCE";;42;;;;;;
"0750765Z";"Centre de Formation d'apprentis - Bijouterie-Joaillerie de Paris";"ILE-DE-FRANCE";21;36;71;69;2;69;68;69
"0750768C";"Centre de Formation d'apprentis - Charcuterie";"ILE-DE-FRANCE";26;38;65;62;3;66;67;69
"0751452W";"Centre de Formation d'apprentis - Métiers de l'ameublement";"ILE-DE-FRANCE";;32;;;;;;
"0751457B";"Centre de Formation d'apprentis - Optique";"ILE-DE-FRANCE";36;46;76;70;6;77;79;83
"0751475W";"Centre de Formation d'apprentis - Equipement électrique";"ILE-DE-FRANCE";25;45;59;62;-3;64;70;72
"0751488K";"Centre de Formation d'apprentis - Ecole du travail ORT";"ILE-DE-FRANCE";21;42;52;64;-12;51;54;56
"0751489L";"Centre de Formation d'apprentis - Miroiterie";"ILE-DE-FRANCE";25;40;66;68;-2;76;66;69
"0751497V";"Centre de Formation d'apprentis - Pharmacie Paris-Ile de France";"ILE-DE-FRANCE";31;23;71;74;-3;70;69;70
"0751503B";"Centre de Formation d'apprentis - Métiers de la viande";"ILE-DE-FRANCE";34;34;72;69;3;76;76;74
"0751508G";"Centre de Formation d'apprentis - St Lambert Maçonnerie";"ILE-DE-FRANCE";23;40;68;67;1;84;81;80
"0751510J";"Centre de Formation d'apprentis - Alimentation et Hôtellerie";"ILE-DE-FRANCE";42;33;62;62;0;64;65;68
"0752068R";"Centre de Formation d'apprentis - Commerce de l'alimentation";"ILE-DE-FRANCE";50;32;43;55;-12;48;62;62
"0752206R";"Centre de Formation d'apprentis - Stephenson";"ILE-DE-FRANCE";27;42;58;61;-3;59;60;61
"0752280W";"Centre de Formation d'apprentis - FERRANDI Paris";"ILE-DE-FRANCE";42;40;68;65;3;67;67;70
"0752314H";"Centre de Formation d'apprentis - Opérateur-Géomètre";"ILE-DE-FRANCE";11;36;73;74;-2;76;79;75
"0752830U";"Centre de Formation d'apprentis - Métiers de la table";"ILE-DE-FRANCE";37;35;65;62;3;64;64;66
"0752868K";"Centre de formation d'apprentis - Compagnons du devoir";"ILE-DE-FRANCE";33;32;83;71;12;80;90;79
"0752944T";"Centre de Formation d'apprentis - Bureautique appliquée";"ILE-DE-FRANCE";28;35;61;63;-2;68;66;70
"0753007L";"Centre de Formation d'apprentis - Alimentation-Hôtellerie";"ILE-DE-FRANCE";46;27;61;59;1;59;62;64
"0754457M";"Centre de Formation d'apprentis DIFCAM Banque et Assurances";"ILE-DE-FRANCE";13;61;46;58;-11;57;68;70
"0754458N";"CFA Cerfal";"ILE-DE-FRANCE";31;32;63;62;2;62;65;66
"0754471C";"Centre de Formation d'apprentis - Commerce Distribution et Services";"ILE-DE-FRANCE";33;31;55;59;-4;56;61;63
"0754497F";"Centre de Formation d'apprentis - Université Pierre-et-Marie-Curie-Paris VI";"ILE-DE-FRANCE";21;77;;;;;;
"0754674Y";"Centre de Formation d'apprentis - Expertise comptable";"ILE-DE-FRANCE";28;47;57;59;-2;58;67;65
"0754679D";"Centre de Formation d'apprentis - SACEF";"ILE-DE-FRANCE";27;32;64;60;5;62;66;68
"0754718W";"Centre de Formation d'apprentis - Métiers de l'animation sportive et socioculturelle";"ILE-DE-FRANCE";;15;;;;;;
"0754755L";"Centre de Formation d'apprentis - Boulangerie et Patisserie";"ILE-DE-FRANCE";27;41;67;65;2;62;62;64
"0754792B";"Centre de Formation d'apprentis - Compagnons du devoir Ile de France";"ILE-DE-FRANCE";29;25;70;66;5;69;72;71
"0754815B";"Centre de Formation d'apprentis - Industries agro-alimentaires d'Ile de France";"ILE-DE-FRANCE";29;;;;;;;
"0754816C";"Centre de Formation d'apprentis - Edition";"ILE-DE-FRANCE";18;52;;;;;;
"0754850P";"Centre de Formation d'apprentis - Paris académie entreprises";"ILE-DE-FRANCE";;23;;;;;;
"0754926X";"Centre de Formation d'apprentis - Danse Chant et Comédie";"ILE-DE-FRANCE";9;26;62;55;7;43;57;55
"0754927Y";"Centre de Formation d'apprentis - Formasup Paris Ile-de-France";"ILE-DE-FRANCE";30;82;;;;;;
"0754955D";"Centre de Formation d'apprentis - Ecole des métiers de la mode et de la décoration";"ILE-DE-FRANCE";21;19;69;66;4;69;60;55
"0754969U";"Centre de Formation d'apprentis - CCI Paris Gobelins école de l'image";"ILE-DE-FRANCE";29;31;48;53;-5;49;48;50
"0755088Y";"Centre de Formation d'apprentis - Université et sports";"ILE-DE-FRANCE";34;76;;;;;;
"0755111Y";"Centre de Formation d'Apprentis Public Bessières";"ILE-DE-FRANCE";28;43;66;69;-3;69;78;81
"0755197S";"Centre de Formation d'apprentis - Institut des métiers et des compétences";"ILE-DE-FRANCE";30;28;66;65;1;62;70;73
"0755432X";"Centre de Formation d'apprentis - INSTA";"ILE-DE-FRANCE";22;46;60;60;0;63;63;62
"0755861N";"Centre de formation d'apprentis - Ferroviaire";"ILE-DE-FRANCE";11;19;57;65;-8;49;64;59
"0755908P";"OpenClassrooms SAS";"ILE-DE-FRANCE";;;;;;;;
"0761350E";"Centre de formation d'apprentis industriel de l'AFPI";"NORMANDIE";23;40;69;73;-3;78;77;83
"0761801V";"Centre de formation d'apprentis de l'imprimerie et des industries graphiques AFI-LNR Mont-Saint-Aignan";"NORMANDIE";30;45;56;62;-7;58;69;62
"0761817M";"Bâtiment CFA Le Havre";"NORMANDIE";24;46;59;63;-4;64;61;71
"0761819P";"Bâtiment CFA Rouen - espace Lanfry";"NORMANDIE";28;42;64;64;0;69;69;72
"0761820R";"Bâtiment CFA Dieppe";"NORMANDIE";26;52;59;69;-10;65;64;69
"0762232N";"Centre de formation d'apprentis de la coiffure Marc Ruyer";"NORMANDIE";36;35;69;66;3;74;75;76
"0762312A";"Centre de formation d'apprentis de la Chataigneraie - Automobile";"NORMANDIE";31;34;77;72;5;79;77;77
"0762403Z";"Centre de formation d'apprentis IFA Marcel Sauvage";"NORMANDIE";37;24;66;64;2;70;70;72
"0762652V";"Centre de formation d'apprentis agricole de Seine-Maritime";"NORMANDIE";40;40;68;62;6;73;73;78
"0762760M";"Centre de formation d'apprentis agricole horticole";"NORMANDIE";29;33;55;57;-2;67;62;67
"0763003B";"Centre de formation d'apprentis Promotrans Normandie";"NORMANDIE";22;22;77;72;5;80;80;82
"0763090W";"Centre de formation d'apprentis de l'Université de Rouen";"NORMANDIE";22;62;70;63;7;81;74;81
"0763092Y";"Centre de formation d'apprentis CCI and Caux";"NORMANDIE";25;27;61;64;-3;64;61;71
"0763093Z";"Centre de formation d'apprentis opérateur - IFP Training";"NORMANDIE";10;1;93;81;12;96;92;92
"0763094A";"Centre de formation d'apprentis des maisons familiales et rurales";"NORMANDIE";39;35;47;55;-8;47;41;44
"0763119C";"Centre de formation d'apprentis des métiers de la banque et de la finance";"NORMANDIE";7;;;;;;;
"0763150L";"Centre de formation d'apprentis de l'industrie Rouen-Dieppe";"NORMANDIE";20;22;75;77;-2;82;84;86
"0763152N";"Institut national de la boulangerie pâtisserie";"NORMANDIE";25;25;66;64;2;63;66;76
"0763153P";"Centre de formation d'apprentis Jeanne d'Arc";"NORMANDIE";24;18;68;67;1;71;68;68
"0763154R";"Centre de formation d'apprentis de l'école du commerce et de la distribution";"NORMANDIE";37;26;72;65;7;77;74;79
"0763164B";"Centre de formation d'apprentis de l'Université du Havre";"NORMANDIE";6;84;;;;;;
"0763434V";"Centre de formation d'apprentis du Rouen Hockey Elite";"NORMANDIE";7;10;37;48;-11;44;67;67
"0763465D";"Centre de formation d'apprentis académique";"NORMANDIE";31;32;59;62;-3;65;65;70
"0763491G";"Centre de formation d'apprentis de la chambre des métiers et de l'artisanat de la Seine-Maritime";"NORMANDIE";38;37;53;53;0;60;63;66
"0771654E";"CFA du Bâtiment et des Travaux Publics";"ILE-DE-FRANCE";30;38;55;61;-6;61;59;65
"0771817G";"centre formation apprentis agricole la bretonnière";"ILE-DE-FRANCE";40;30;53;51;3;58;58;61
"0772241T";"CFA de l'industrie de Seine-et-Marne";"ILE-DE-FRANCE";25;47;72;75;-3;84;83;86
"0772319C";"CFA du Bâtiment et Travaux Publics";"ILE-DE-FRANCE";31;45;57;67;-10;61;61;66
"0772447S";"Centre de Formation d'Apprentis Ingénierus 2000";"ILE-DE-FRANCE";18;72;52;64;-12;48;68;80
"0772468P";"CFA ADEFSA Descartes";"ILE-DE-FRANCE";33;56;51;63;-12;52;69;75
"0772547A";"CFA des Compagnons du Tour de France IDF";"ILE-DE-FRANCE";27;45;64;69;-5;63;70;69
"0772690F";"CFA de la Chambre des Métiers et de l'Artisanat du 77";"ILE-DE-FRANCE";40;36;62;58;4;63;69;69
"0772742M";"CFA UTEC";"ILE-DE-FRANCE";41;41;64;65;-1;67;70;73
"0772860R";"CFA de la Mobilité Urbaine Durable";"ILE-DE-FRANCE";12;1;81;69;12;83;85;86
"0780293V";"Centre de formation d'apprentis de la Pharmacie, de la Santé, du Sanitaire et du Social";"ILE-DE-FRANCE";25;23;53;53;0;55;57;57
"0780424M";"Centre de formation d'apprentis CMA78 - CFA de Versailles";"ILE-DE-FRANCE";47;36;66;59;7;66;70;71
"0780762E";"Centre de formation d'apprentis du transport et de la logistique";"ILE-DE-FRANCE";28;20;70;67;2;73;72;73
"0780819S";"Centre de formation d'apprentis du Batiment et des travaux publics";"ILE-DE-FRANCE";21;30;72;68;4;71;72;74
"0781203J";"Centre de formation d'apprentis La Navigation Fluviale";"ILE-DE-FRANCE";;13;;;;;;
"0781779K";"centre formation apprentis agricole de l horticulture et du cheval";"ILE-DE-FRANCE";33;31;55;52;3;60;62;61
"0781897N";"Centre de formation d'apprentis l'EA - les écoles des éco-activités - CCI Paris Ile-de-France";"ILE-DE-FRANCE";22;44;66;68;-2;68;69;71
"0781981E";"Centre de formation d'apprentis sup de Vente";"ILE-DE-FRANCE";;32;;;;;;
"0782058N";"Centre de formation d'apprentis Ecole supérieure des systèmes de management CCI Paris Ile-de-France";"ILE-DE-FRANCE";27;51;75;66;9;75;70;70
"0782090Y";"Centre de formation d'apprentis Institut supérieur international du parfum, de la cosmétique et de l'aromatique alimentaire";"ILE-DE-FRANCE";20;32;70;64;5;68;72;76
"0782092A";"Centre de formation d'apprentis de la Vente et du Commerce AFIPE de Sartrouville";"ILE-DE-FRANCE";46;43;50;56;-7;57;58;62
"0782093B";"Centre de formation d'apprentis Trajectoire";"ILE-DE-FRANCE";38;64;67;61;6;66;69;71
"0782110V";"Centre de formation d'apprentis Omnisports";"ILE-DE-FRANCE";11;15;50;48;2;55;56;53
"0782113Y";"centre formation apprentis agricole sports-equestres";"ILE-DE-FRANCE";;33;;;;;;
"0782120F";"Centre de formation d'apprentis Maison familiale rurale de la Grange Colombe";"ILE-DE-FRANCE";23;23;43;41;2;45;47;54
"0783366K";"centre formation apprentis agricole metiers de l'hort et du paysag";"ILE-DE-FRANCE";38;51;51;48;4;54;63;59
"0783593G";"Centre de formation d'apprentis Versailles Académie Avenir Apprentissage";"ILE-DE-FRANCE";16;38;60;58;2;62;62;64
"0783606W";"CFA DES METIERS DE L AGRICULTURE";"ILE-DE-FRANCE";36;31;47;51;-4;50;54;58
"0783654Y";"CFA AFOMAV (Centre de formation d'apprentis Association de formation aux métiers de l'Audiovisuel)";"ILE-DE-FRANCE";14;3;66;59;6;57;54;63
